bdf5f667-9a6f-483e-a91f-40b8f0ceec95,U2,439.68,Uber,travel,London, UK,2026-02-27T01:07:47
d49bf106-5f7a-468c-a48c-46f6a6c36b4b,U2,34.14,MakeMyTrip,travel,"Los Angeles, CA",2026-02-27T02:05:09
2a2e5f62-8679-489a-b289-fc71b5d2ed3d,U1,90.92,Airtel,utilities,"Tokyo, JP",2026-02-27T02:05:14
0650c5ba-aa4f-41db-b4b0-c0efc84664ed,U3,189.25,Uber,travel,"New York, NY",2026-02-27T02:05:19
04bd039e-c8e8-4fb7-ab17-c2eb4275ba0a,U2,397.46,Binance,crypto,"New York, NY",2026-02-27T02:05:24
68f9dacd-a047-4f5a-96b5-146faf8978ec,U1,4046.26,Electricity Board,utilities,"Paris, FR",2026-02-27T02:05:29
916231c4-658e-441b-b897-e269e4fe8547,U1,389.12,MakeMyTrip,travel,"New York, NY",2026-02-27T02:05:34
f0a104d7-7fd9-4673-8bed-62fc94198a16,U1,222.14,Electricity Board,utilities,"Tokyo, JP",2026-02-27T02:05:39
6674c224-5a2f-43a6-b485-6d98b64a552c,U3,298.1,Amazon,shopping,"Paris, FR",2026-02-27T02:05:44
f31aa48c-2d04-429b-8b53-b81b4a3e3b14,U1,146.41,Airtel,utilities,"Tokyo, JP",2026-02-27T02:05:49
224590cc-0db0-4026-9a8d-2296442a6474,U3,274.23,Big Basket,groceries,"Los Angeles, CA",2026-02-27T02:05:54
83d5ad14-55ea-4c73-8739-138bb7972c06,U2,264.71,Netflix,entertainment,"Paris, FR",2026-02-27T02:05:59
f989a89c-2657-4734-8c3d-6189d1d21f7a,U2,347.85,Amazon,shopping,"London, UK",2026-02-27T02:06:04
dad53620-4fb3-48cb-93a9-500073293874,U1,319.74,Nike,shopping,"London, UK",2026-02-27T02:06:09
ef4a03bf-a4be-44c3-a73c-487bea396000,U2,88.63,Amazon,shopping,"New York, NY",2026-02-27T02:06:14
723c3ce6-e85f-430c-9c3f-cf359f7a2723,U2,261.85,Big Basket,groceries,"New York, NY",2026-02-27T02:06:19
cf1bc1a0-09de-4f29-ac20-f484c7fb2a10,U1,272.28,Airtel,utilities,"Los Angeles, CA",2026-02-27T02:06:24
b16846e2-bfdc-4dc1-ae67-1ed5f6ed06a4,U2,4238.71,Uber,travel,"Paris, FR",2026-02-27T02:06:29
26f8db6d-6a51-4562-ac14-6552649d2ea8,U2,311.08,PVR Cinemas,entertainment,"Los Angeles, CA",2026-02-27T02:06:34
b5a42793-536f-42e4-b3b2-d013ebb9d22f,U1,358.68,MakeMyTrip,travel,"Los Angeles, CA",2026-02-27T02:06:39
b6c2a89b-f633-4f13-859b-11276769b0e9,U2,319.37,Uber,travel,"Paris, FR",2026-02-27T02:06:44
332c9461-ee98-4e3c-933f-b8289fe51db1,U2,2947.14,MakeMyTrip,travel,"New York, NY",2026-02-27T02:06:49
2d9e1547-8fc3-4ea8-b86f-42f78f4fae3d,U1,394.77,Big Basket,groceries,"New York, NY",2026-02-27T02:06:54
f3028d2c-23fa-40cf-a7bb-1e6d76ca4224,U2,411.41,Netflix,entertainment,"New York, NY",2026-02-27T02:06:59
200ce19d-ad25-49c0-88a9-05ed803ca04a,U3,79.91,Uber,travel,"Los Angeles, CA",2026-02-27T02:07:04
8b95d003-4b84-4c1c-8095-56ea512acc89,U2,2164.05,Big Basket,groceries,"New York, NY",2026-02-27T02:07:09
62b7b882-afb9-4ede-a1eb-95e29e3a5cdf,U1,178.21,Big Basket,groceries,"New York, NY",2026-02-27T02:07:14
c3836ab5-7ae2-4142-b477-ee564f77a325,U3,459.06,Uber,travel,"Los Angeles, CA",2026-02-27T02:07:19
e763a2d8-f2de-4836-b3b3-f6cbad56d713,U1,37.55,PVR Cinemas,entertainment,"Los Angeles, CA",2026-02-27T02:07:24
746e1785-c201-44e1-a759-79b5c5efe7f4,U3,469.64,Uber,travel,"New York, NY",2026-02-27T02:07:29
ca9f1f23-38a0-40ef-a528-cd44720d2daf,U1,307.59,Uber,travel,"London, UK",2026-02-27T02:07:34
6945e898-91fc-4962-889b-9eb457879dfa,U1,192.94,Amazon,shopping,"Paris, FR",2026-02-27T02:07:39
ed37dd5a-1554-47c4-9c69-c8e3d1e76f7b,U3,3824.92,PVR Cinemas,entertainment,"Los Angeles, CA",2026-02-27T02:07:45
6515235f-8312-460f-9a16-515b1214d291,U1,100.81,Amazon,shopping,"Tokyo, JP",2026-02-27T02:07:50
49dd667c-0fc0-42cb-8756-72433181684c,U1,285.82,MakeMyTrip,travel,"London, UK",2026-02-27T02:07:55
76caa403-2752-46d0-bcda-51887a5ae10f,U2,279.46,PVR Cinemas,entertainment,"London, UK",2026-02-27T02:08:00
d09579f6-dc1c-406b-815f-6546c4059a34,U1,364.34,Airtel,utilities,"Tokyo, JP",2026-02-27T02:08:05
9fc27b2d-219e-46d9-9063-dee90038950a,U3,490.46,Big Basket,groceries,"Tokyo, JP",2026-02-27T02:08:10
5cf68224-81b1-4f87-9ac1-5a3e86cbcc99,U3,3328.34,Binance,crypto,"Paris, FR",2026-02-27T02:08:15
46deda6c-c9b5-43f1-80f7-1e0b534ecca9,U1,106.65,MakeMyTrip,travel,"London, UK",2026-02-27T02:08:20
af322a0b-a154-48b7-8d3b-85dc2df10052,U3,181.64,Netflix,entertainment,"Los Angeles, CA",2026-02-27T02:08:25
17acf2b6-423a-477d-bb61-c350b0d795d4,U1,277.15,Nike,shopping,"New York, NY",2026-02-27T02:08:30
afd269a5-9454-49bb-86cd-854333e38739,U3,155.82,MakeMyTrip,travel,"London, UK",2026-02-27T02:08:35
6d06ac93-d67a-42a0-88d6-2fad99e3161c,U3,262.95,Amazon,shopping,"Tokyo, JP",2026-02-27T02:08:40
8c4fcecb-2367-44ed-ad5c-c6049e9246a2,U2,372.24,MakeMyTrip,travel,"London, UK",2026-02-27T02:08:45
82f2b658-2cb3-4ff1-a8b2-f1b15215c413,U3,237.48,Electricity Board,utilities,"London, UK",2026-02-27T02:08:50
0d76da4c-1641-4d41-9271-54b0899e59f9,U3,253.82,Big Basket,groceries,"Los Angeles, CA",2026-02-27T02:08:55
43a879b0-ffb4-478b-8fe1-f1d239d049ab,U1,2671.53,MakeMyTrip,travel,"New York, NY",2026-02-27T02:09:00
8413c035-acda-48a1-9f9d-09544e71dfe8,U3,264.91,Amazon,shopping,"Tokyo, JP",2026-02-27T02:09:05
e50279f9-452f-40be-bd01-6c8c0c061471,U1,4070.87,Uber,travel,"New York, NY",2026-02-27T02:09:10
8949b0c1-343c-4c96-b92a-e10e840cbdce,U1,51.63,PVR Cinemas,entertainment,"Los Angeles, CA",2026-02-27T02:09:15
3741415a-fe13-42da-8b23-81684802f828,U2,256.57,Amazon,shopping,"Tokyo, JP",2026-02-27T02:09:20
b7f7e29c-0079-46ab-9a0e-6a1a682cc2f3,U1,363.75,Airtel,utilities,"New York, NY",2026-02-27T02:09:25
7859b55e-2a81-4f2e-8e94-0dda43a75cef,U2,236.17,Uber,travel,"New York, NY",2026-02-27T02:09:30
7509bf69-5bd4-4c16-887a-bedb83158fe4,U1,259.45,PVR Cinemas,entertainment,"Los Angeles, CA",2026-02-27T02:09:35
6ca0ad91-8e70-49ae-b8d2-c103b63b5284,U2,183.4,MakeMyTrip,travel,"New York, NY",2026-02-27T02:09:40
992c8ed7-50d4-4e2e-bdac-363cdca7c0c9,U1,96.46,Binance,crypto,"Los Angeles, CA",2026-02-27T02:09:45
1ecfc73b-7465-4ccb-a1f1-a258a71bd036,U3,213.51,Amazon,shopping,"Paris, FR",2026-02-27T02:09:50
e8dc4aa8-2fa3-49a1-a91f-b430120e044e,U1,227.34,Nike,shopping,"Paris, FR",2026-02-27T02:09:55
237ac4fe-6684-4933-b2ac-3cca1a4720c2,U3,328.73,Airtel,utilities,"New York, NY",2026-02-27T02:10:00
b6428d8b-e41a-4307-a3d0-b2f2db7d7239,U2,41.97,Airtel,utilities,"Los Angeles, CA",2026-02-27T02:10:05
59cf2313-8bfa-4f3e-97db-93685ea4f436,U1,404.32,Uber,travel,"New York, NY",2026-02-27T02:10:11
2566a3ef-c1cf-44a5-9e6e-2ddb84fbedac,U3,75.24,Nike,shopping,"Paris, FR",2026-02-27T02:10:16
f46ff6fb-a73a-4474-baa2-541503923545,U1,203.41,Electricity Board,utilities,"Tokyo, JP",2026-02-27T02:10:21
a338b3ac-fe34-4b67-aff9-b9b6a41bf01c,U2,335.39,PVR Cinemas,entertainment,"Paris, FR",2026-02-27T02:10:26
f3872057-f73c-4054-9978-952c79743414,U2,341.0,Netflix,entertainment,"London, UK",2026-02-27T02:10:31
4a5caeea-347b-4482-bd09-ebc9008ba389,U2,319.12,Airtel,utilities,"London, UK",2026-02-27T02:10:36
7056114e-8d85-4d69-81d3-f860f738a8c8,U2,459.63,Uber,travel,"Los Angeles, CA",2026-02-27T02:10:41
577e25f2-8d39-4301-8a9a-ab98449c2d7d,U1,165.65,Amazon,shopping,"Tokyo, JP",2026-02-27T02:10:46
71011db9-a7f3-411c-9b8b-14f35edabec8,U1,302.43,Binance,crypto,"New York, NY",2026-02-27T02:10:51
faabde6f-a956-4128-9f47-b70e523e7bc8,U3,346.09,Amazon,shopping,"Paris, FR",2026-02-27T02:10:56
049a74b5-d1c0-4d5e-bdc3-4455f14586a0,U3,3082.27,PVR Cinemas,entertainment,"London, UK",2026-02-27T02:11:01
8c2277c6-7a8e-4bae-a1db-d6aea049d698,U2,201.86,Nike,shopping,"Los Angeles, CA",2026-02-27T02:11:06
8b3eb744-40c9-4092-a0f6-79bbe7ac1d52,U2,418.0,Amazon,shopping,"Paris, FR",2026-02-27T02:11:11
2762c3d5-fe96-47dd-bcc5-537f2112d164,U3,354.17,PVR Cinemas,entertainment,"Los Angeles, CA",2026-02-27T02:11:16
3b798de4-2593-40fb-bbb0-257bd12927ef,U3,362.62,Amazon,shopping,"Paris, FR",2026-02-27T02:11:21
d21ab822-4692-49c0-bafb-5162461c43d4,U1,352.69,Netflix,entertainment,"Paris, FR",2026-02-27T02:11:26
94702d78-12a6-4ce8-9059-79af3a311551,U3,478.1,Nike,shopping,"New York, NY",2026-02-27T02:11:31
a3482320-60b6-4041-a343-1258d52d20f2,U2,3081.55,Binance,crypto,"New York, NY",2026-02-27T02:11:36
d975cb89-f1f2-4399-82ef-7c03f74b497a,U2,73.12,Airtel,utilities,"London, UK",2026-02-27T02:11:41
090ea466-2609-4b54-ae32-3bd5a3b91cda,U1,173.54,Nike,shopping,"New York, NY",2026-02-27T02:11:46
b90b262a-cf49-4c79-9afb-8a2e454206bc,U3,191.69,Nike,shopping,"Los Angeles, CA",2026-02-27T02:11:51
41736302-88ab-4be6-aa92-dc215b0c4d73,U3,276.87,PVR Cinemas,entertainment,"New York, NY",2026-02-27T02:11:56
a8973abb-b549-45f1-afbf-4951ddb151c1,U2,319.95,Nike,shopping,"Tokyo, JP",2026-02-27T02:12:01
775a6e76-d83c-4324-947d-8b2ed42f0bcc,U1,2843.89,Big Basket,groceries,"Los Angeles, CA",2026-02-27T02:12:06
dee8e04d-3bf1-4439-be80-f46333adade3,U3,111.63,Nike,shopping,"Paris, FR",2026-02-27T02:12:11
88cedd6a-1c8c-4d65-94cc-0c01b68af74e,U3,199.79,Netflix,entertainment,"Los Angeles, CA",2026-02-27T02:12:16
12b3ee41-922f-4b2b-b109-8a2a4f318736,U3,354.99,Amazon,shopping,"Los Angeles, CA",2026-02-27T02:12:22
8c9baefd-3930-434f-8880-8d1fd02b45d7,U2,306.91,Airtel,utilities,"London, UK",2026-02-27T02:12:27
60de9a73-15da-4daf-8557-b3f6590df065,U2,257.82,Airtel,utilities,"Paris, FR",2026-02-27T02:12:32
cb699c5e-04e8-4136-bbf7-96052e613fac,U2,342.57,Binance,crypto,"Tokyo, JP",2026-02-27T02:12:37
ba2dee6e-157d-4f3a-b5bf-cde9d7dd9487,U3,175.58,Netflix,entertainment,"Paris, FR",2026-02-27T02:12:42
19ea8d98-5157-405b-b5a9-1b55829b57dd,U1,464.34,Amazon,shopping,"New York, NY",2026-02-27T02:12:47
ae723016-ab72-42c8-85ff-a17c66d775e8,U1,99.24,Uber,travel,"New York, NY",2026-02-27T02:12:52
ad6a2227-77f4-437c-acb6-12c9a0ce87b6,U1,290.89,Binance,crypto,"London, UK",2026-02-27T02:12:57
835c5121-4447-4530-9687-d9a673310c24,U3,247.34,Netflix,entertainment,"New York, NY",2026-02-27T02:13:02
7fdbcf16-dd51-4bc9-ba0d-492969e72d6c,U3,323.13,Uber,travel,"Los Angeles, CA",2026-02-27T02:13:07
f8fe36e0-8e7b-4b54-b7d8-cfbd11ca7392,U2,489.14,Netflix,entertainment,"London, UK",2026-02-27T02:13:12
414aed9d-3196-40da-99fd-b226746ac93e,U3,303.5,Big Basket,groceries,"Los Angeles, CA",2026-02-27T02:13:17
8c6b6007-b73e-47d3-9976-3bcef62381d6,U2,375.89,MakeMyTrip,travel,"London, UK",2026-02-27T02:13:22
b38ecdfe-8a78-4772-9998-1860a78c841c,U3,278.5,Amazon,shopping,"New York, NY",2026-02-27T02:13:27
bbb8cba6-86a5-4e4b-a24f-ff3d75413429,U3,133.76,Nike,shopping,"New York, NY",2026-02-27T02:13:32
5e5ed6c4-2df1-4e09-bd00-8c762fdeec39,U2,491.3,Amazon,shopping,"London, UK",2026-02-27T02:13:37
704e0ff5-ff33-4804-ac93-a19b0f39161b,U3,423.81,Big Basket,groceries,"Tokyo, JP",2026-02-27T02:13:42
be8fb71e-d698-4794-ae72-b47767a20fc9,U1,274.03,Amazon,shopping,"Los Angeles, CA",2026-02-27T02:13:47
88357ab2-21c9-40d8-bb61-8504b57b483f,U2,330.46,MakeMyTrip,travel,"Tokyo, JP",2026-02-27T02:13:52
a26a0b67-f0e6-4a78-8828-2cad0e53fbe5,U3,67.67,Netflix,entertainment,"Los Angeles, CA",2026-02-27T02:13:57
b58005ee-d913-43db-8b78-67492b47d886,U1,258.54,MakeMyTrip,travel,"Paris, FR",2026-02-27T02:14:02
ee486676-467a-4d1a-bc76-d790fe59ea1a,U2,313.11,Netflix,entertainment,"Los Angeles, CA",2026-02-27T02:14:07
86103bf5-0561-42da-89a9-d6c3641bb1a7,U2,363.03,Uber,travel,"Tokyo, JP",2026-02-27T02:14:12
99c67e9c-6677-4fb4-b1aa-a5a995fb06ab,U3,405.94,Nike,shopping,"Tokyo, JP",2026-02-27T02:14:17
ab876e8f-20bf-4d10-ad79-30af27eb6460,U1,430.91,Uber,travel,"Los Angeles, CA",2026-02-27T02:14:22
5772f028-a055-4206-a367-be3c1a4651f3,U1,468.03,Uber,travel,"Paris, FR",2026-02-27T02:14:27
6c7fc1a4-584a-4ca4-96c0-713f993cc0b7,U2,3896.95,Uber,travel,"Tokyo, JP",2026-02-27T02:14:32
dd8ae58f-c4eb-4807-abce-4d197fcf4a3e,U1,186.05,Nike,shopping,"New York, NY",2026-02-27T02:14:37
35cfbdc3-e18b-49f2-be8d-7137401dc87e,U1,418.92,Airtel,utilities,"Tokyo, JP",2026-02-27T02:14:42
8d17c4d0-0daf-41d5-8596-efdbea9f5e00,U1,265.72,Netflix,entertainment,"New York, NY",2026-02-27T02:14:47
48505531-17b0-4b77-ba07-0d35ae33b13d,U3,44.66,Big Basket,groceries,"New York, NY",2026-02-27T02:14:53
9569a1e5-7524-4e2b-b07e-1811506f3a1a,U2,4145.22,Netflix,entertainment,"Tokyo, JP",2026-02-27T02:14:58
7d76848b-90ab-470e-9a4a-2b244afb46ff,U3,2999.33,Uber,travel,"Paris, FR",2026-02-27T02:15:03
d1bf3858-0a2c-4440-a086-4eeb9e197b49,U3,93.6,MakeMyTrip,travel,"Los Angeles, CA",2026-02-27T02:15:08
e27d7e7f-dcf4-4c40-872b-16368bb78e80,U3,16.5,Binance,crypto,"Paris, FR",2026-02-27T02:15:13
5469ee49-8350-4d46-881e-e70c91cb8576,U3,2797.01,Amazon,shopping,"Paris, FR",2026-02-27T02:15:18
ab261e0d-b27e-4ebc-a364-942988542800,U3,489.2,Big Basket,groceries,"Los Angeles, CA",2026-02-27T02:15:23
3a713d39-d97a-40c5-b59e-b025c08f06cf,U3,462.69,Uber,travel,"London, UK",2026-02-27T02:15:28
8431a748-2b92-4186-b8b0-c8de1f40dada,U1,320.79,PVR Cinemas,entertainment,"New York, NY",2026-02-27T02:15:33
812d0857-c71e-46cb-8774-70d6fc4fa97c,U3,62.92,Netflix,entertainment,"Paris, FR",2026-02-27T02:15:38
f6f3e621-362d-48b4-a22f-0f6313ad80de,U1,494.7,Uber,travel,"London, UK",2026-02-27T02:15:43
5c9c0450-4589-49c3-850e-26dbb42bf1b0,U2,2390.59,Amazon,shopping,"Paris, FR",2026-02-27T02:15:48
2c80b980-5564-42d0-91a3-a55a2d16838d,U3,114.74,Amazon,shopping,"Los Angeles, CA",2026-02-27T02:15:53
d35814e1-7a8c-45aa-855c-e156bc765a1d,U1,23.29,Amazon,shopping,"New York, NY",2026-02-27T02:15:58
785a2afb-75b6-4469-9d03-3d13b147d231,U1,176.14,Electricity Board,utilities,"Paris, FR",2026-02-27T02:16:03
f5001aff-1de2-4c8d-9d39-bffbc94c9d39,U2,328.76,Amazon,shopping,"Los Angeles, CA",2026-02-27T02:16:08
8bd1a35e-ac45-4222-82ff-4b3e5ddfb3b2,U1,345.03,Amazon,shopping,"London, UK",2026-02-27T02:16:13
bf6b0ef0-d54b-483c-9a61-f42eae8a3266,U2,359.81,Airtel,utilities,"New York, NY",2026-02-27T02:16:18
d1774b6e-ece2-4498-ad3f-f41342cf6496,U2,3173.33,Electricity Board,utilities,"Los Angeles, CA",2026-02-27T02:16:23
a3c1b4f0-07d8-497b-a62b-838750d75ce5,U2,271.17,Nike,shopping,"Los Angeles, CA",2026-02-27T02:16:28
6d9ceb32-07df-4b50-96b7-e769c6d7ca5e,U3,232.87,Amazon,shopping,"Los Angeles, CA",2026-02-27T02:16:33
2dc65d36-a975-43a6-8b97-d0350f501746,U2,54.31,Electricity Board,utilities,"London, UK",2026-02-27T02:16:38
71808454-13ac-46ba-a82c-c1ddb97864b3,U3,422.36,Netflix,entertainment,"New York, NY",2026-02-27T02:16:43
c9559a1b-0229-44c5-aa68-e1df7f0eea22,U2,118.17,Binance,crypto,"New York, NY",2026-02-27T02:16:48
8dc9c668-e461-413a-99c2-c18c1f186a2a,U1,146.55,MakeMyTrip,travel,"Los Angeles, CA",2026-02-27T02:16:53
9c86a2bb-a3eb-4801-a7a4-4a5a4d12b084,U3,35.18,PVR Cinemas,entertainment,"Paris, FR",2026-02-27T02:16:58
52cb6952-d62b-42f8-a585-c754a4665668,U1,144.39,Nike,shopping,"Tokyo, JP",2026-02-27T02:17:03
69feaefa-ce02-4fca-abe1-d37181ab96bf,U3,357.32,MakeMyTrip,travel,"London, UK",2026-02-27T02:17:08
944b7a63-e86c-4e6c-bf35-d17c853e7b81,U2,254.07,Electricity Board,utilities,"Tokyo, JP",2026-02-27T02:17:13
9f589069-8703-4a06-a962-74f765229b3f,U1,455.69,Netflix,entertainment,"Tokyo, JP",2026-02-27T02:17:18
f81ab15c-d5be-48a7-b3a2-07c978d8be53,U3,55.25,Electricity Board,utilities,"New York, NY",2026-02-27T02:17:23
41e0c3d7-a2e4-45f2-a7a5-5bbe7bf7abc9,U3,2370.17,Nike,shopping,"Paris, FR",2026-02-27T02:17:28
4df6648f-a53a-4ee0-9cd9-7aa59083832f,U2,4121.89,Netflix,entertainment,"New York, NY",2026-02-27T02:17:33
ab9e6fe1-9e40-4c7b-8f9a-11b2fffbd305,U3,174.38,Uber,travel,"Paris, FR",2026-02-27T02:17:38
6d000187-765b-4f12-90b5-658d4e200ab3,U1,431.73,Electricity Board,utilities,"Paris, FR",2026-02-27T02:17:43
5e0a174f-871a-441f-9c6c-d9052c3de162,U2,159.3,Amazon,shopping,"Los Angeles, CA",2026-02-27T02:17:48
2ac817a9-06eb-401c-9585-20afe79de087,U3,136.66,Big Basket,groceries,"Los Angeles, CA",2026-02-27T02:17:53
fdce903c-dd8b-4546-8e81-330a7ad6d31a,U1,138.18,Uber,travel,"Paris, FR",2026-02-27T02:17:58
94fae184-dd0d-4a84-810d-7d0e32dc9689,U2,36.65,Amazon,shopping,"London, UK",2026-02-27T02:18:03
4fb37b74-1f69-4f7d-83a7-9c2ccf20c1fc,U2,210.24,MakeMyTrip,travel,"New York, NY",2026-02-27T02:18:08
a15537a9-a306-4eec-8e74-a5c4a6f9a87c,U2,200.53,PVR Cinemas,entertainment,"Los Angeles, CA",2026-02-27T02:18:13
4de5bfcc-5598-43aa-bcef-430afbaf289a,U1,224.58,Airtel,utilities,"Los Angeles, CA",2026-02-27T02:18:18
5169a369-57ff-4ad4-b451-2dbede18b2b9,U3,454.88,Electricity Board,utilities,"London, UK",2026-02-27T02:18:23
d1829d5b-a28b-4524-bf66-b8bb986afbc7,U1,150.91,Nike,shopping,"Paris, FR",2026-02-27T02:18:29
ede78527-d6b6-4e5e-9d12-d091b3862f43,U1,19.26,Airtel,utilities,"Paris, FR",2026-02-27T02:18:34
5497acbf-fa0a-4f4a-84b4-20758563a325,U1,2991.24,Netflix,entertainment,"Tokyo, JP",2026-02-27T02:18:39
bba730b3-dfff-4f37-ad5c-094e0b763d06,U1,4878.9,Binance,crypto,"London, UK",2026-02-27T02:18:44
bfe7e260-bcdb-4afd-8610-b62e861fcb10,U1,433.95,Electricity Board,utilities,"London, UK",2026-02-27T02:18:49
3d6c659d-c4a5-4764-ae83-17d8f81ad328,U1,380.81,Electricity Board,utilities,"London, UK",2026-02-27T02:18:54
99a1ec45-a674-4c7e-84e4-a6456bcfa1aa,U2,369.36,Netflix,entertainment,"New York, NY",2026-02-27T02:18:59
4adb28e8-633d-443e-b0b2-0734d8b9bb71,U3,113.98,Big Basket,groceries,"Paris, FR",2026-02-27T02:19:04
f93d3667-7f5d-4640-8958-d5b78b6a8489,U2,39.31,Netflix,entertainment,"London, UK",2026-02-27T02:19:09
d8e0ba48-df48-4e1d-9443-496ba026aca0,U2,156.62,Airtel,utilities,"New York, NY",2026-02-27T02:19:14
2a838a5c-e441-4bc4-8382-599199e18ec2,U2,260.17,Nike,shopping,"Tokyo, JP",2026-02-27T02:19:19
3f242df4-700e-4c5c-ad73-1077f2a851e9,U1,204.45,Netflix,entertainment,"London, UK",2026-02-27T02:19:24
6ed9d9b7-aef7-4bd1-9f07-5184c3da95f4,U3,365.92,Binance,crypto,"Tokyo, JP",2026-02-27T02:19:29
b37c82b2-1084-47af-a0fc-c58f85418305,U2,137.0,PVR Cinemas,entertainment,"Paris, FR",2026-02-27T02:19:34
2f7949f2-c9e2-4194-bdd6-f6bcaed69ba1,U1,227.79,PVR Cinemas,entertainment,"Paris, FR",2026-02-27T02:19:39
0e9bc578-b99e-46e6-8869-74d0b1a8d7c2,U1,295.15,MakeMyTrip,travel,"Paris, FR",2026-02-27T02:19:44
8d6c8d6b-6574-416c-b9cb-7267593b0c7a,U3,207.33,Nike,shopping,"Paris, FR",2026-02-27T02:19:49
8928f492-91c8-4dea-82a3-985992ae0603,U1,91.99,Amazon,shopping,"New York, NY",2026-02-27T02:19:54
12086b12-58a6-48b2-8e34-581dd37c6c69,U1,180.79,Big Basket,groceries,"London, UK",2026-02-27T02:19:59
d1309613-1985-42bd-b2a6-1421ec4cfc9b,U1,221.24,Big Basket,groceries,"Los Angeles, CA",2026-02-27T02:20:04
40ead4ad-9790-4b24-8fc1-ea39d3252889,U1,457.63,Uber,travel,"Tokyo, JP",2026-02-27T02:20:09
e3466d89-cfd1-4269-a800-477f06c164fa,U2,16.57,Big Basket,groceries,"Tokyo, JP",2026-02-27T02:20:14
e6160ed4-6032-49c6-bea4-649e410032a9,U3,230.63,Uber,travel,"New York, NY",2026-02-27T02:20:19
df3d97a5-4c15-4615-bb3f-58a6499c8ca5,U1,104.72,Nike,shopping,"London, UK",2026-02-27T02:20:24
66e608c4-20d3-412f-8496-e3c22d9ae6d3,U2,377.42,Nike,shopping,"Paris, FR",2026-02-27T02:20:29
96e640d2-684d-4e82-a3f9-52f9179585c8,U3,41.86,Amazon,shopping,"London, UK",2026-02-27T02:20:34
da7719b6-7cd4-403c-be08-1ee33fcf489c,U1,64.48,MakeMyTrip,travel,"Paris, FR",2026-02-27T02:20:39
dcf55437-b497-4c43-9939-c6f0a875af0e,U1,3451.91,Amazon,shopping,"Paris, FR",2026-02-27T02:20:44
7c99dcad-f537-4fd9-88f5-9535230b060f,U3,417.4,Electricity Board,utilities,"Los Angeles, CA",2026-02-27T02:20:49
69d7dacf-5db3-4863-b9c1-b6ab93436d4e,U3,443.63,Electricity Board,utilities,"Tokyo, JP",2026-02-27T02:20:54
795da31c-4fc3-405b-8244-83afc98567aa,U2,119.23,Binance,crypto,"Paris, FR",2026-02-27T02:20:59
6a8b0841-abf9-415a-ae9a-58eee4706e3b,U3,412.77,MakeMyTrip,travel,"London, UK",2026-02-27T02:21:04
e95dbdc9-c663-4d4a-ad17-16a49d651693,U3,344.85,MakeMyTrip,travel,"Paris, FR",2026-02-27T02:21:09
d08d70ff-b0aa-4ac6-bd81-eaddf30f70fd,U1,45.45,Airtel,utilities,"Los Angeles, CA",2026-02-27T02:21:14
f684bba9-2222-439f-bafd-c6cb0d8f7d89,U1,136.7,Netflix,entertainment,"New York, NY",2026-02-27T02:21:19
e311a98a-7dd1-4cbf-91b4-0a30d3827ce9,U1,346.49,Amazon,shopping,"Paris, FR",2026-02-27T02:21:24
2c5498ce-5be2-477d-b375-960612179e69,U3,13.61,Big Basket,groceries,"New York, NY",2026-02-27T02:21:29
3f589228-583f-4240-b155-7d695b994d09,U3,342.73,Amazon,shopping,"Los Angeles, CA",2026-02-27T02:21:34
bf114bab-8e28-4bca-80fd-5d4bf931fb47,U3,129.86,Electricity Board,utilities,"Los Angeles, CA",2026-02-27T02:21:39
2680211a-c769-4218-9906-fc90fcba21b8,U2,293.77,Binance,crypto,"Los Angeles, CA",2026-02-27T02:21:44
2bfc48b4-4904-4537-9a82-98046c642a33,U2,212.13,PVR Cinemas,entertainment,"Tokyo, JP",2026-02-27T02:21:49
8a55daa0-fda4-4fa0-b3ee-744962e7ed7b,U1,29.53,Big Basket,groceries,"New York, NY",2026-02-27T02:21:54
34f543e1-0b87-4f31-9768-cbc1b288a7d6,U2,353.24,Airtel,utilities,"Paris, FR",2026-02-27T02:21:59
6bd409a3-7c5a-4cb2-8b45-370af596c7b0,U3,417.98,Nike,shopping,"Los Angeles, CA",2026-02-27T02:22:04
c22c9320-fc66-436a-b57a-69e1c01f1b0c,U3,413.69,Uber,travel,"Tokyo, JP",2026-02-27T02:22:09
584bd69e-72e0-4721-b63f-31ca5bbd3608,U3,289.76,Amazon,shopping,"Los Angeles, CA",2026-02-27T02:22:14
240c9926-94a6-4055-ad2a-725b958d6eda,U1,227.6,Amazon,shopping,"Paris, FR",2026-02-27T02:22:19
38ca0d81-4cf5-470a-a4a8-f02e0075ef67,U3,2699.94,Amazon,shopping,"Los Angeles, CA",2026-02-27T02:22:24
928e7bbd-cc9d-4f0c-8c3a-14207d174e7c,U3,4057.4,Nike,shopping,"London, UK",2026-02-27T02:22:29
51a643a6-13dc-4e78-9b09-37726b359c96,U3,284.61,Binance,crypto,"Tokyo, JP",2026-02-27T02:22:34
c032d96e-e52a-4701-8bdc-50f4b6398a2b,U1,68.02,Nike,shopping,"Paris, FR",2026-02-27T02:22:39
282b335a-2f29-4e5a-84c7-420587a9e4e8,U3,260.08,Airtel,utilities,"London, UK",2026-02-27T02:22:44
1ff30b35-a837-4ce8-a6e7-9b0c0d19e0bb,U3,403.02,Binance,crypto,"Los Angeles, CA",2026-02-27T02:22:49
70bed6e7-57b6-4f1d-9916-cd5171b4ba6e,U1,108.32,Nike,shopping,"Los Angeles, CA",2026-02-27T02:22:54
